n_all,n_strata,RR_star_lower,RR_star_upper,response,haplo_freq_most_common_allele_stratum_1,n_triads_per_stratum,alpha,rr,RR_stratum_1,RR_stratum_2,RR_stratum_3,haplo_freq_most_common_allele_stratum_2,haplo_freq_most_common_allele_stratum_3,RR.power_Haplotype_2
2,3,1,1,mult,0.8,166,0.05,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,166,0.05,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,166,0.05,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,166,0.05,4.3,4.3,1,0.23255813953488372,0.95,0.95,1
2,3,1,1,mult,0.7,183,0.05,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,183,0.05,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,183,0.05,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,183,0.05,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,183,0.05,4.3,4.3,1,0.23255813953488372,0.95,0.95,1
2,3,1,1,mult,0.7,200,0.05,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,200,0.05,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,200,0.05,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,200,0.05,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,200,0.05,4.3,4.3,1,0.23255813953488372,0.95,0.95,1
2,3,1,1,mult,0.7,216,0.05,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,216,0.05,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,216,0.05,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,216,0.05,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,216,0.05,4.3,4.3,1,0.23255813953488372,0.95,0.95,1
2,3,1,1,mult,0.7,233,0.05,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,233,0.05,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,233,0.05,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,233,0.05,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,233,0.05,4.3,4.3,1,0.23255813953488372,0.95,0.95,1
2,3,1,1,mult,0.7,250,0.05,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,250,0.05,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,250,0.05,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,250,0.05,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,250,0.05,4.3,4.3,1,0.23255813953488372,0.95,0.95,1
2,3,1,1,mult,0.7,266,0.05,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,266,0.05,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,266,0.05,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,266,0.05,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,266,0.05,4.3,4.3,1,0.23255813953488372,0.95,0.95,1
2,3,1,1,mult,0.7,16,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.15
2,3,1,1,mult,0.8,16,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.08
2,3,1,1,mult,0.85,16,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.04
2,3,1,1,mult,0.9,16,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.02
2,3,1,1,mult,0.95,16,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0
2,3,1,1,mult,0.7,33,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.65
2,3,1,1,mult,0.8,33,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.42
2,3,1,1,mult,0.85,33,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.26
2,3,1,1,mult,0.9,33,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.11
2,3,1,1,mult,0.95,33,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.02
2,3,1,1,mult,0.7,50,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.93
2,3,1,1,mult,0.8,50,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.77
2,3,1,1,mult,0.85,50,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.57
2,3,1,1,mult,0.9,50,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.3
2,3,1,1,mult,0.95,50,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.06
2,3,1,1,mult,0.7,66,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.99
2,3,1,1,mult,0.8,66,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.93
2,3,1,1,mult,0.85,66,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.8
2,3,1,1,mult,0.9,66,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.51
2,3,1,1,mult,0.95,66,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.12
2,3,1,1,mult,0.7,83,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,83,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.99
2,3,1,1,mult,0.85,83,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.93
2,3,1,1,mult,0.9,83,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.71
2,3,1,1,mult,0.95,83,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.22
2,3,1,1,mult,0.7,100,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,100,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,100,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.98
2,3,1,1,mult,0.9,100,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.85
2,3,1,1,mult,0.95,100,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.33
2,3,1,1,mult,0.7,116,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,116,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,116,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.99
2,3,1,1,mult,0.9,116,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.92
2,3,1,1,mult,0.95,116,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.44
2,3,1,1,mult,0.7,133,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,133,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,133,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,133,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.97
2,3,1,1,mult,0.95,133,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.56
2,3,1,1,mult,0.7,150,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,150,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,150,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,150,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.99
2,3,1,1,mult,0.95,150,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.66
2,3,1,1,mult,0.7,166,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,166,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,166,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,166,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.99
2,3,1,1,mult,0.95,166,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.75
2,3,1,1,mult,0.7,183,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,183,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,183,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,183,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,183,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.82
2,3,1,1,mult,0.7,200,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,200,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,200,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,200,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,200,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.87
2,3,1,1,mult,0.7,216,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,216,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,216,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,216,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,216,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.91
2,3,1,1,mult,0.7,233,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,233,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,233,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,233,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,233,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.94
2,3,1,1,mult,0.7,250,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,250,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,250,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,250,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,250,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.96
2,3,1,1,mult,0.7,266,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,266,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,266,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,266,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,266,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.98
2,3,1,1,mult,0.7,16,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.06
2,3,1,1,mult,0.8,16,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.03
2,3,1,1,mult,0.85,16,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.01
2,3,1,1,mult,0.9,16,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0
2,3,1,1,mult,0.95,16,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0
2,3,1,1,mult,0.7,33,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.46
2,3,1,1,mult,0.8,33,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.24
2,3,1,1,mult,0.85,33,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.13
2,3,1,1,mult,0.9,33,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.04
2,3,1,1,mult,0.95,33,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.01
2,3,1,1,mult,0.7,50,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.84
2,3,1,1,mult,0.8,50,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.59
2,3,1,1,mult,0.85,50,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.38
2,3,1,1,mult,0.9,50,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.15
2,3,1,1,mult,0.95,50,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.02
2,3,1,1,mult,0.7,66,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.97
2,3,1,1,mult,0.8,66,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.84
2,3,1,1,mult,0.85,66,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.64
2,3,1,1,mult,0.9,66,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.32
2,3,1,1,mult,0.95,66,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.05
2,3,1,1,mult,0.7,83,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,83,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.95
2,3,1,1,mult,0.85,83,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.84
2,3,1,1,mult,0.9,83,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.52
2,3,1,1,mult,0.95,83,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.1
2,3,1,1,mult,0.7,100,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,100,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.99
2,3,1,1,mult,0.85,100,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.94
2,3,1,1,mult,0.9,100,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.7
2,3,1,1,mult,0.95,100,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.17
2,3,1,1,mult,0.7,116,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,116,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,116,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.98
2,3,1,1,mult,0.9,116,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.82
2,3,1,1,mult,0.95,116,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.26
2,3,1,1,mult,0.7,133,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,133,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,133,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.99
2,3,1,1,mult,0.9,133,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.91
2,3,1,1,mult,0.95,133,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.36
2,3,1,1,mult,0.7,150,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,150,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,150,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,150,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.96
2,3,1,1,mult,0.95,150,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.47
2,3,1,1,mult,0.7,166,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,166,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,166,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,166,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.98
2,3,1,1,mult,0.95,166,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.57
2,3,1,1,mult,0.7,183,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,183,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,183,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,183,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.99
2,3,1,1,mult,0.95,183,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.66
2,3,1,1,mult,0.7,200,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,200,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,200,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,200,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,200,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.74
2,3,1,1,mult,0.7,216,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,216,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,216,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,216,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,216,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.81
2,3,1,1,mult,0.7,233,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,233,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,233,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,233,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,233,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.86
2,3,1,1,mult,0.7,250,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,250,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,250,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,250,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,250,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.9
2,3,1,1,mult,0.7,266,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,266,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,266,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,266,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,0.95,266,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.93
2,3,1,1,mult,0.7,16,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.02
2,3,1,1,mult,0.8,16,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.01
2,3,1,1,mult,0.85,16,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0
2,3,1,1,mult,0.9,16,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0
2,3,1,1,mult,0.95,16,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0
2,3,1,1,mult,0.7,33,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.29
2,3,1,1,mult,0.8,33,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.12
2,3,1,1,mult,0.85,33,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.05
2,3,1,1,mult,0.9,33,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.01
2,3,1,1,mult,0.95,33,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0
2,3,1,1,mult,0.7,50,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.7
2,3,1,1,mult,0.8,50,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.41
2,3,1,1,mult,0.85,50,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.22
2,3,1,1,mult,0.9,50,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.07
2,3,1,1,mult,0.95,50,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.01
2,3,1,1,mult,0.7,66,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.92
2,3,1,1,mult,0.8,66,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.7
2,3,1,1,mult,0.85,66,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.46
2,3,1,1,mult,0.9,66,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.18
2,3,1,1,mult,0.95,66,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.02
2,3,1,1,mult,0.7,83,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.99
2,3,1,1,mult,0.8,83,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.89
2,3,1,1,mult,0.85,83,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.7
2,3,1,1,mult,0.9,83,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.34
2,3,1,1,mult,0.95,83,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.04
2,3,1,1,mult,0.7,100,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,100,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.97
2,3,1,1,mult,0.85,100,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.86
2,3,1,1,mult,0.9,100,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.53
2,3,1,1,mult,0.95,100,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.08
2,3,1,1,mult,0.7,116,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,116,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.99
2,3,1,1,mult,0.85,116,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.94
2,3,1,1,mult,0.9,116,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.68
2,3,1,1,mult,0.95,116,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.14
2,3,1,1,mult,0.7,133,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,133,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,133,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.98
2,3,1,1,mult,0.9,133,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.81
2,3,1,1,mult,0.95,133,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.21
2,3,1,1,mult,0.7,150,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,150,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,150,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.99
2,3,1,1,mult,0.9,150,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.9
2,3,1,1,mult,0.95,150,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.3
2,3,1,1,mult,0.7,166,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,166,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,166,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,166,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.95
2,3,1,1,mult,0.95,166,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.39
2,3,1,1,mult,0.7,183,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,183,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,183,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,183,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.97
2,3,1,1,mult,0.95,183,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.49
2,3,1,1,mult,0.7,200,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,200,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,200,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,200,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.99
2,3,1,1,mult,0.95,200,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.58
2,3,1,1,mult,0.7,216,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,0.8,216,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,0.85,216,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,0.9,216,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.99
2,3,1,1,mult,0.95,216,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.66
